gene	length	CF1	CF2	CH1	CH2
ENSGALG00000008146	5147	5137	5246	4823	4671
ENSGALG00000008164	5426	120	124	134	142
ENSGALG00000026448	389	198	239	245	206
ENSGALG00000008180	7588	1705	1624	1616	1461
ENSGALG00000008187	1791	3603	3800	3543	3606
ENSGALG00000008208	2280	2743	2867	2529	2765
ENSGALG00000026532	1672	3	4	2	0
ENSGALG00000008215	1979	9	4	3	7
ENSGALG00000026937	102	0	0	0	0
ENSGALG00000008256	5958	2236	2358	2246	2024
ENSGALG00000008262	3990	6	5	10	8
ENSGALG00000018259	75	0	0	0	0
ENSGALG00000008268	1667	3	3	2	1
ENSGALG00000008272	1300	160	173	178	181
ENSGALG00000020923	1959	0	0	0	0
ENSGALG00000026467	1101	0	0	0	0
ENSGALG00000008275	974	0	0	0	0
ENSGALG00000027501	2941	516	483	446	470
ENSGALG00000008291	914	458	500	455	432
ENSGALG00000027434	2068	345	418	359	377
ENSGALG00000022565	1656	3646	4400	3758	3994
ENSGALG00000008302	1255	413	423	436	413
ENSGALG00000023246	1105	22	21	23	27
ENSGALG00000020921	1153	63	73	71	73
ENSGALG00000027446	477	95	82	95	81
ENSGALG00000012833	2013	2032	2181	2113	1959
ENSGALG00000012836	857	763	830	789	765
ENSGALG00000023237	1405	123	134	145	146
ENSGALG00000008315	3338	1056	1112	1078	1183
ENSGALG00000008336	4594	697	776	658	732
ENSGALG00000008340	2737	29	31	37	24
ENSGALG00000008341	4236	572	666	629	692
ENSGALG00000028295	3747	1729	1749	1659	1762
ENSGALG00000013916	524	0	0	0	0
ENSGALG00000013914	2079	79	97	99	75
ENSGALG00000008348	2121	15062	16109	14479	15364
ENSGALG00000008352	1208	20	13	14	14
ENSGALG00000008425	7527	342	307	295	273
ENSGALG00000008521	10790	2544	2665	2519	2416
ENSGALG00000008549	3608	737	806	761	726
ENSGALG00000008600	8537	2805	2786	2763	2583
ENSGALG00000027738	72	3	2	2	5
ENSGALG00000004510	7545	23	25	41	39
ENSGALG00000021450	1661	3	5	4	4
ENSGALG00000003010	2634	2901	3046	2839	2939
ENSGALG00000003574	3262	250	270	293	285
ENSGALG00000003591	4611	237	268	214	204
ENSGALG00000003891	3605	6168	6598	6582	6224
ENSGALG00000021158	1804	48	72	63	42
ENSGALG00000005377	541	117	122	101	122
ENSGALG00000005483	2782	16	9	0	5
ENSGALG00000001069	1325	0	0	0	0
ENSGALG00000001256	5636	0	8	5	4
ENSGALG00000001439	5641	1015	1094	1071	985
ENSGALG00000001636	4842	2577	2775	2561	2571
ENSGALG00000002301	7349	7804	8270	7931	7529
ENSGALG00000002407	15417	2	5	5	6
ENSGALG00000028291	3350	1623	1751	1762	1869
ENSGALG00000003163	1023	84	76	66	77
ENSGALG00000003169	593	855	906	803	777
ENSGALG00000003273	3815	352	358	310	371
ENSGALG00000003374	3702	862	961	935	994
ENSGALG00000003620	3080	394	389	368	365
ENSGALG00000003767	1648	720	704	738	695
ENSGALG00000003837	3635	119	140	203	193
ENSGALG00000003916	2706	1129	1243	1195	1064
ENSGALG00000004049	2019	1250	1276	1271	1222
ENSGALG00000004115	1166	4460	4455	4296	4203
ENSGALG00000025819	4809	3684	4016	3612	3623
ENSGALG00000004506	2593	1974	1976	2044	1880
ENSGALG00000004630	7716	45	57	42	39
ENSGALG00000004899	1986	1597	1693	1649	1568
ENSGALG00000004903	1366	2	2	0	1
ENSGALG00000005006	1222	2757	2767	2645	2503
ENSGALG00000005251	1135	83	76	89	86
ENSGALG00000005272	4544	2310	2453	1931	1786
ENSGALG00000005319	3662	30	22	16	16
ENSGALG00000023557	358	0	0	0	0
ENSGALG00000013437	1808	59	73	85	77
ENSGALG00000012012	2724	519	596	543	519
ENSGALG00000005692	2053	47	51	87	71
ENSGALG00000014284	5584	829	909	604	673
ENSGALG00000022373	1783	201	165	165	175
ENSGALG00000005845	1617	535	645	547	598
ENSGALG00000005872	2222	456	427	429	394
ENSGALG00000006282	3865	649	710	632	684
ENSGALG00000006222	8427	4463	4731	4438	4515
ENSGALG00000000513	2374	654	643	627	608
ENSGALG00000000713	10903	2417	2593	2537	2516
ENSGALG00000000875	5262	927	912	898	822
ENSGALG00000021512	914	16	10	13	11
ENSGALG00000000771	2794	605	606	515	568
ENSGALG00000000780	6969	381	388	453	409
ENSGALG00000000800	2226	949	917	873	842
ENSGALG00000000804	1230	573	596	562	545
ENSGALG00000000860	1662	607	633	533	539
ENSGALG00000000774	3092	49	52	46	52
ENSGALG00000000874	1297	217	240	233	254
ENSGALG00000000880	701	590	630	637	621
ENSGALG00000000886	1421	23	39	31	39
ENSGALG00000000889	1996	2529	2624	2508	2497
ENSGALG00000000898	1158	1724	1797	1619	1690
ENSGALG00000001007	2129	3286	3697	3033	3288
ENSGALG00000000904	1507	342	374	312	323
ENSGALG00000000999	3566	700	687	643	707
ENSGALG00000001011	3796	7	5	1	3
ENSGALG00000001020	3510	393	385	334	350
ENSGALG00000001041	2535	442	429	418	409
ENSGALG00000001065	3914	24	22	26	20
ENSGALG00000021490	2244	0	2	0	0
ENSGALG00000001085	2672	178	244	196	213
ENSGALG00000001149	1863	5	7	5	7
ENSGALG00000013563	2263	451	505	464	461
ENSGALG00000001160	928	321	329	275	283
ENSGALG00000001168	1554	2008	2222	1915	2063
ENSGALG00000001184	1062	542	584	570	559
ENSGALG00000028974	111	3	1	1	0
ENSGALG00000001194	2048	3042	3404	3111	3129
ENSGALG00000001201	2567	1233	1159	1124	1113
ENSGALG00000001204	1762	155	170	149	173
ENSGALG00000001214	1077	15	18	7	14
ENSGALG00000001220	1291	515	422	459	384
ENSGALG00000001234	2486	2	4	3	3
ENSGALG00000001316	1246	419	427	356	368
ENSGALG00000021473	786	1849	1876	1776	1719
ENSGALG00000001350	4088	1217	1179	1210	1020
ENSGALG00000025933	2881	939	958	858	771
ENSGALG00000001391	518	0	0	1	0
ENSGALG00000026663	4379	68	86	54	63
ENSGALG00000024466	541	0	0	0	0
ENSGALG00000001533	2523	29	22	38	24
ENSGALG00000028900	2137	1935	2017	1887	1836
ENSGALG00000028255	90	3	2	5	6
ENSGALG00000001602	914	3142	3437	3125	3210
ENSGALG00000001647	3293	445	510	427	432
ENSGALG00000001702	4488	641	707	590	640
ENSGALG00000001722	3235	1338	1422	1257	1226
ENSGALG00000001759	4863	111	112	139	134
ENSGALG00000001779	1521	253	228	214	213
ENSGALG00000028928	2971	7	5	6	8
ENSGALG00000021451	951	13	6	6	9
ENSGALG00000001791	949	163	201	172	193
ENSGALG00000001809	8507	1566	1608	1348	1452
ENSGALG00000001817	3869	4259	4436	4254	4028
ENSGALG00000021442	4386	66	72	62	76
ENSGALG00000021440	1490	674	740	660	742
ENSGALG00000001824	1197	27	34	39	27
ENSGALG00000027276	780	0	0	0	0
ENSGALG00000001965	2872	5030	5594	5050	5335
ENSGALG00000027183	1614	7	5	10	7
ENSGALG00000001979	2548	7	7	6	6
ENSGALG00000002091	1479	151	151	141	151
ENSGALG00000002103	831	12	21	7	19
ENSGALG00000002109	2899	0	1	0	0
ENSGALG00000023898	5768	1139	1280	1222	1259
ENSGALG00000025528	95	0	0	0	0
ENSGALG00000007867	2695	8	19	20	12
ENSGALG00000002198	4220	231	214	262	239
ENSGALG00000028326	4104	434	423	424	466
ENSGALG00000002237	1131	350	350	367	332
ENSGALG00000002244	705	9	4	9	2
ENSGALG00000026043	1429	76	63	86	63
ENSGALG00000002247	1378	544	615	524	556
ENSGALG00000017825	137	4	2	1	3
ENSGALG00000017826	135	0	0	2	1
ENSGALG00000002313	2128	389	357	357	381
ENSGALG00000002321	1360	5754	6271	5495	5919
ENSGALG00000026903	1885	3	1	2	1
ENSGALG00000002351	2819	0	0	0	0
ENSGALG00000002356	2293	178	188	175	186
ENSGALG00000002458	2889	746	889	722	777
ENSGALG00000002467	2430	310	330	290	340
ENSGALG00000028466	2124	7	2	11	4
ENSGALG00000002531	9007	11639	12372	11457	11290
ENSGALG00000025493	81	0	0	0	0
ENSGALG00000025319	83	0	0	0	0
ENSGALG00000002603	2977	1597	1717	1624	1590
ENSGALG00000002648	3050	490	621	526	604
ENSGALG00000002651	1888	415	507	361	447
ENSGALG00000002690	3121	427	417	348	413
ENSGALG00000002745	6738	5731	6275	5831	5690
ENSGALG00000002755	7163	800	872	851	805
ENSGALG00000002766	1438	0	1	4	0
ENSGALG00000002775	2024	16	39	33	36
ENSGALG00000002798	3527	642	632	605	601
ENSGALG00000025561	96	1	1	0	1
ENSGALG00000029017	721	241	282	230	250
ENSGALG00000023828	1436	48	43	61	66
ENSGALG00000000038	824	0	0	0	1
ENSGALG00000002853	3438	1394	1506	1263	1480
ENSGALG00000002861	2886	485	535	474	459
ENSGALG00000002957	3088	19	17	16	18
ENSGALG00000018260	84	0	1	1	0
ENSGALG00000028451	597	104	106	93	129
ENSGALG00000014616	195	15	25	18	19
ENSGALG00000003043	2556	480	516	489	466
ENSGALG00000003071	1985	1151	1331	1193	1218
ENSGALG00000003084	1035	3358	3510	3250	3380
ENSGALG00000003107	3288	1084	1120	1060	1040
ENSGALG00000003183	1223	412	408	386	358
ENSGALG00000021345	1249	257	252	227	227
ENSGALG00000003195	5706	381	365	383	329
ENSGALG00000003201	2165	251	286	264	273
ENSGALG00000003224	1546	3	3	2	3
ENSGALG00000003258	1879	161	169	165	157
ENSGALG00000003293	4440	2623	2693	2592	2408
ENSGALG00000003302	1483	0	0	0	0
ENSGALG00000003309	5958	17	19	31	22
ENSGALG00000003323	1520	13	20	12	11
ENSGALG00000021325	1462	1	2	5	3
ENSGALG00000021324	1007	0	0	2	0
ENSGALG00000003330	1110	0	0	0	0
ENSGALG00000003396	3507	1120	1179	1190	1107
ENSGALG00000003407	1839	591	623	575	553
ENSGALG00000003415	1644	343	307	316	320
ENSGALG00000003425	1126	0	0	0	0
ENSGALG00000003433	4004	32	24	52	38
ENSGALG00000021316	4597	2495	2370	2503	2193
ENSGALG00000003560	2788	10	3	8	5
ENSGALG00000003580	6308	2845	3048	2448	2508
ENSGALG00000028008	56	0	0	0	0
ENSGALG00000003583	649	0	0	0	0
ENSGALG00000023738	521	245	276	148	188
ENSGALG00000003588	1255	32	60	19	40
ENSGALG00000003602	6203	559	608	528	548
ENSGALG00000023731	901	76	82	92	78
ENSGALG00000003663	2969	466	494	416	444
ENSGALG00000003719	7369	1509	1542	1498	1331
ENSGALG00000017903	108	0	0	0	0
ENSGALG00000003737	1641	204	211	232	190
ENSGALG00000003739	6488	3591	3908	3623	3382
ENSGALG00000003753	2904	429	406	417	402
ENSGALG00000023724	1296	90	94	89	82
ENSGALG00000021260	703	1	1	0	1
ENSGALG00000003786	2103	4595	4518	4456	4358
ENSGALG00000003853	2440	756	712	672	645
ENSGALG00000003874	2830	1657	1801	1725	1585
ENSGALG00000021247	1698	760	819	799	743
ENSGALG00000023704	704	4	9	6	6
ENSGALG00000028124	1033	5	6	9	6
ENSGALG00000003894	700	6	6	2	5
ENSGALG00000028198	241	0	0	0	0
ENSGALG00000003907	3091	875	836	822	791
ENSGALG00000027610	110	0	0	0	0
ENSGALG00000003942	3994	1404	1372	1385	1295
ENSGALG00000004004	7260	1524	1469	1444	1247
ENSGALG00000004071	1805	635	714	672	550
ENSGALG00000021225	893	300	320	267	323
ENSGALG00000004158	4429	344	372	308	314
ENSGALG00000017363	1075	309	324	286	301
ENSGALG00000004334	2391	147	129	142	126
ENSGALG00000004342	888	610	774	636	628
ENSGALG00000004375	3192	3318	3445	3227	3251
ENSGALG00000004428	1305	102	115	113	85
ENSGALG00000004444	2111	548	576	592	504
ENSGALG00000023673	2103	396	410	412	418
ENSGALG00000004474	1485	337	276	382	355
ENSGALG00000004480	1770	705	715	739	708
ENSGALG00000004489	1256	252	238	227	245
ENSGALG00000004494	2794	845	871	826	759
ENSGALG00000025274	64	0	0	0	0
ENSGALG00000025360	86	0	0	0	0
ENSGALG00000004528	4766	773	901	516	579
ENSGALG00000004532	3085	479	445	406	367
ENSGALG00000004559	2347	419	463	485	457
ENSGALG00000004648	1328	2695	2886	2739	2599
ENSGALG00000004671	6951	266	288	243	276
ENSGALG00000004675	4254	233	254	247	244
ENSGALG00000023650	593	118	129	139	109
ENSGALG00000004704	3691	58	68	45	58
ENSGALG00000004756	2326	501	508	474	465
ENSGALG00000004814	3675	671	653	661	704
ENSGALG00000004839	10761	1165	1186	1142	1023
ENSGALG00000004853	2346	214	220	181	185
ENSGALG00000004729	1562	11	6	6	3
ENSGALG00000027621	1123	2	0	0	0
ENSGALG00000026525	268	6	5	10	12
ENSGALG00000004867	2350	1418	1519	1396	1458
ENSGALG00000004907	1520	902	824	907	868
ENSGALG00000028965	177	0	0	0	1
ENSGALG00000004935	2298	3676	3755	3742	3614
ENSGALG00000004943	796	210	178	202	171
ENSGALG00000004949	5860	790	805	781	703
ENSGALG00000004951	532	49	62	48	45
ENSGALG00000004956	2045	6503	7143	5904	6051
ENSGALG00000025864	3053	343	382	281	316
ENSGALG00000028430	111	0	0	0	0
ENSGALG00000005010	1176	497	528	492	551
ENSGALG00000005114	2218	40	31	34	28
ENSGALG00000005132	1045	1110	1244	1041	971
ENSGALG00000005140	1910	10	10	10	16
ENSGALG00000005146	1597	298	293	305	314
ENSGALG00000005178	1627	0	0	0	1
ENSGALG00000005211	1818	1434	1436	1432	1370
ENSGALG00000025327	97	8	10	9	7
ENSGALG00000005214	2326	459	437	411	363
ENSGALG00000005241	1410	721	724	639	645
ENSGALG00000000424	860	1356	1387	1247	1253
ENSGALG00000005254	719	296	306	248	268
ENSGALG00000005261	3956	2206	2306	2198	1896
ENSGALG00000026438	3094	439	457	417	418
ENSGALG00000005266	1009	902	1032	868	973
ENSGALG00000005278	5415	9226	9039	10529	9848
ENSGALG00000027424	169	0	0	0	0
ENSGALG00000028777	154	0	0	0	0
ENSGALG00000026255	111	0	0	0	0
ENSGALG00000005347	4110	335	319	244	297
ENSGALG00000005361	1212	1	2	0	2
ENSGALG00000005366	1227	652	655	594	594
ENSGALG00000013225	1336	239	231	173	204
ENSGALG00000013223	962	0	0	0	0
ENSGALG00000026756	427	92	99	68	85
ENSGALG00000026258	751	11	16	32	23
ENSGALG00000005389	455	6	5	2	8
ENSGALG00000005402	663	30	22	36	33
ENSGALG00000012978	1564	123	129	115	109
ENSGALG00000028275	1355	457	511	435	472
ENSGALG00000013494	1045	611	578	548	455
ENSGALG00000013486	2631	189	234	201	214
ENSGALG00000005446	913	1884	2096	1796	1859
ENSGALG00000005435	7478	1	3	0	1
ENSGALG00000005408	3063	10	6	1	7
ENSGALG00000005453	4943	122	143	162	135
ENSGALG00000005456	1763	177	175	146	171
ENSGALG00000005467	1898	103	154	47	60
ENSGALG00000005473	1808	36	34	24	35
ENSGALG00000005472	1285	14	13	13	10
ENSGALG00000005474	2161	16	24	18	26
ENSGALG00000005477	1855	1901	2004	1853	1840
ENSGALG00000005494	1852	161	164	170	157
ENSGALG00000021004	413	0	0	0	0
ENSGALG00000005500	294	1633	1645	1478	1532
ENSGALG00000005502	2246	35	30	34	28
ENSGALG00000005503	3108	5022	5447	5014	5455
ENSGALG00000005576	2919	141	183	161	167
ENSGALG00000005596	3751	557	582	552	518
ENSGALG00000017644	433	1280	1497	1587	1661
ENSGALG00000020995	707	95	101	92	100
ENSGALG00000005651	2015	521	466	527	472
ENSGALG00000005674	2610	4896	5527	4906	5139
ENSGALG00000005708	1890	3	2	8	5
ENSGALG00000020987	1572	698	728	769	677
ENSGALG00000005720	1732	140	100	137	115
ENSGALG00000005724	1288	341	289	303	263
ENSGALG00000005728	1125	2	6	5	7
ENSGALG00000005757	1647	408	392	415	444
ENSGALG00000005754	604	0	0	0	0
ENSGALG00000005749	689	4593	4819	4331	4323
ENSGALG00000005744	1498	911	1030	895	882
ENSGALG00000028131	1512	943	1093	1010	1029
ENSGALG00000025938	2216	123	127	128	120
ENSGALG00000005779	1774	272	305	263	273
ENSGALG00000005791	2610	67	64	68	82
ENSGALG00000007860	2298	1880	2061	1841	1990
ENSGALG00000005855	1944	269	249	219	229
ENSGALG00000026458	302	0	0	0	0
ENSGALG00000026534	11416	76	130	78	117
ENSGALG00000006099	2980	467	539	488	611
ENSGALG00000026945	878	4	1	12	14
ENSGALG00000006118	3075	1766	1974	1808	1898
ENSGALG00000025151	99	5	4	2	5
ENSGALG00000028465	569	0	0	0	0
ENSGALG00000026172	643	139	167	169	172
ENSGALG00000007267	1490	420	568	428	500
ENSGALG00000007272	3744	1373	1489	1319	1423
ENSGALG00000006303	1730	882	1029	925	909
ENSGALG00000006340	7963	478	590	519	600
ENSGALG00000013784	2278	1900	2198	1867	2146
ENSGALG00000027272	1154	591	608	571	585
ENSGALG00000006250	1051	440	460	446	449
ENSGALG00000006242	1001	10	8	14	14
ENSGALG00000006234	2242	141	155	163	140
ENSGALG00000006223	2045	144	138	159	147
ENSGALG00000025326	105	0	0	1	0
ENSGALG00000006213	630	2	0	1	0
ENSGALG00000028952	103	0	0	0	0
ENSGALG00000027502	103	0	0	0	0
ENSGALG00000028363	636	882	908	823	792
ENSGALG00000006179	711	19412	21416	19102	19227
ENSGALG00000025089	83	23	23	16	16
ENSGALG00000000507	1905	8	5	2	10
ENSGALG00000023472	960	64	76	51	71
ENSGALG00000006175	1498	8	12	10	2
ENSGALG00000006161	978	423	437	432	421
ENSGALG00000006144	1657	430	509	472	487
ENSGALG00000026170	111	1	1	1	0
ENSGALG00000026175	1350	250	292	244	290
ENSGALG00000028829	81	0	0	0	0
ENSGALG00000023468	1923	180	251	206	203
ENSGALG00000000516	4354	680	734	675	660
ENSGALG00000000526	725	0	1	0	0
ENSGALG00000000521	2396	28	25	22	26
ENSGALG00000000129	2645	1247	1346	1357	1315
ENSGALG00000023459	946	2	0	1	0
ENSGALG00000000059	1196	909	989	791	852
ENSGALG00000025712	1778	216	266	231	256
ENSGALG00000000528	879	162	180	168	158
ENSGALG00000000540	1576	463	471	439	481
ENSGALG00000000549	543	3	3	10	4
ENSGALG00000026291	2988	2182	2433	2024	2395
ENSGALG00000000608	3561	682	712	790	807
ENSGALG00000026544	402	139	144	157	152
ENSGALG00000000630	1650	7	7	11	2
ENSGALG00000000632	962	630	734	624	667
ENSGALG00000000638	2200	1252	1480	1237	1482
ENSGALG00000027482	1878	180	243	217	260
ENSGALG00000023447	1719	1815	1900	1881	1967
ENSGALG00000000641	1862	529	597	518	540
ENSGALG00000000650	789	1040	1175	1080	1071
ENSGALG00000000654	817	5	2	7	8
ENSGALG00000000657	2929	2450	2472	2359	2196
ENSGALG00000000660	1151	3333	3472	2565	2415
ENSGALG00000000671	5335	1701	1959	1611	1586
ENSGALG00000023437	1075	26	25	15	28
ENSGALG00000000693	1650	1075	1212	1082	1174
ENSGALG00000000699	4004	614	730	722	691
ENSGALG00000018261	96	0	0	0	0
ENSGALG00000000707	1271	3758	3944	3633	3731
ENSGALG00000025383	98	0	1	0	1
ENSGALG00000019806	781	8	10	8	10
ENSGALG00000019805	540	7	0	9	11
ENSGALG00000019804	609	9	2	10	7
ENSGALG00000000787	4166	3608	3741	3454	3462
ENSGALG00000000802	1816	688	705	646	690
ENSGALG00000000811	2415	3331	3517	3408	3317
ENSGALG00000000817	1743	916	946	919	858
ENSGALG00000028253	2074	523	572	541	520
ENSGALG00000000848	3671	3968	4044	4100	3843
ENSGALG00000025302	88	7	12	4	6
ENSGALG00000000882	1865	211	231	200	205
ENSGALG00000000893	1973	1	0	3	1
ENSGALG00000000901	1138	0	0	1	0
ENSGALG00000000903	1233	581	594	558	572
ENSGALG00000000907	2190	6804	7138	6472	6239
ENSGALG00000000908	2844	845	846	886	730
ENSGALG00000003208	1657	626	578	560	560
ENSGALG00000003219	1216	448	436	448	425
ENSGALG00000000913	1629	716	796	709	659
ENSGALG00000005459	4365	1647	1747	1774	1691
ENSGALG00000002335	6232	28	29	31	19
ENSGALG00000004626	3280	6197	6051	6003	5435
ENSGALG00000005161	7475	655	626	607	599
ENSGALG00000005400	5187	16	20	9	14
ENSGALG00000005913	1882	475	529	408	393
ENSGALG00000006235	2190	181	187	199	210
ENSGALG00000007332	4163	420	473	406	384
ENSGALG00000008263	5960	339	363	145	185
ENSGALG00000008339	5439	67	70	92	85
ENSGALG00000001444	1414	636	649	595	651
ENSGALG00000001567	3518	3144	3482	2983	2960
ENSGALG00000001697	3034	1	0	1	0
ENSGALG00000029021	5696	718	820	888	896
ENSGALG00000002398	5690	1930	1889	1761	1764
ENSGALG00000002486	4075	1048	1203	1065	1050
ENSGALG00000002784	2270	657	718	651	748
ENSGALG00000002941	4386	1471	1521	1467	1360
ENSGALG00000003720	4375	1435	1521	1401	1514
ENSGALG00000003832	2053	248	299	293	329
ENSGALG00000004687	1286	665	660	628	584
ENSGALG00000004813	5587	4706	4861	4137	4117
ENSGALG00000004829	6841	42	59	28	34
ENSGALG00000004879	1888	9	2	3	5
ENSGALG00000004932	2160	183	158	185	166
ENSGALG00000004940	1416	290	337	288	317
ENSGALG00000004955	6465	18	22	22	23
ENSGALG00000005042	4145	583	637	596	553
ENSGALG00000005078	7846	181	213	149	130
ENSGALG00000005123	1054	214	210	168	214
ENSGALG00000005177	4958	5459	5485	5457	5089
ENSGALG00000005210	10738	648	652	488	411
ENSGALG00000005249	2545	1862	1875	2179	1928
ENSGALG00000005309	1898	8486	8546	8675	8047
ENSGALG00000005332	6428	112	101	111	97
ENSGALG00000005363	3558	226	284	278	297
ENSGALG00000005419	3543	13	18	23	20
ENSGALG00000005601	12867	140	182	203	187
ENSGALG00000005670	6309	1113	1171	1141	1040
ENSGALG00000005678	7802	5058	5456	5426	5036
ENSGALG00000026089	2600	4	6	2	2
ENSGALG00000005972	2268	6	3	0	1
ENSGALG00000006009	1800	361	381	301	277
ENSGALG00000006056	2966	972	1086	906	961
ENSGALG00000006097	5875	3100	3355	2863	2909
ENSGALG00000006245	1437	31	33	29	24
ENSGALG00000006449	4091	124	113	203	160
ENSGALG00000006688	1841	577	714	617	609
ENSGALG00000006571	4460	1776	1890	1807	1764
ENSGALG00000006956	8215	1071	1145	1109	1093
ENSGALG00000007052	1548	113	102	134	139
ENSGALG00000007168	3198	45	39	53	35
ENSGALG00000007172	739	33	46	32	39
ENSGALG00000007177	5427	1349	1476	1091	1074
ENSGALG00000007182	705	152	167	147	144
ENSGALG00000007268	4441	60	68	83	47
ENSGALG00000007392	9211	637	774	415	495
ENSGALG00000007431	4304	920	908	777	716
ENSGALG00000007467	960	121	97	128	115
ENSGALG00000007652	3096	3250	3525	3240	3293
ENSGALG00000027934	4797	6	2	4	2
ENSGALG00000028292	4746	177	173	181	202
ENSGALG00000014627	5082	256	286	315	345
ENSGALG00000007727	1656	0	0	0	3
ENSGALG00000007769	2650	455	567	447	463
ENSGALG00000027845	4895	995	931	1431	1124
ENSGALG00000007810	4037	4363	4142	4192	3856
ENSGALG00000007819	5034	288	300	387	329
ENSGALG00000007862	5618	84	89	97	78
ENSGALG00000007927	3200	2	4	5	8
ENSGALG00000008267	3947	8	5	7	5
ENSGALG00000008294	9873	637	667	672	613
ENSGALG00000008320	2186	479	448	456	428
ENSGALG00000003138	1290	8	12	4	9
ENSGALG00000008473	5823	964	1064	927	945
ENSGALG00000008546	6758	1051	1052	805	661
ENSGALG00000014148	810	0	0	0	0
ENSGALG00000002590	4439	9	6	9	7
ENSGALG00000001422	1712	2128	2370	2057	2270
ENSGALG00000026085	3327	1113	1153	1116	1056
ENSGALG00000026978	965	8512	9248	8336	7932
ENSGALG00000001459	652	86	81	93	125
ENSGALG00000001494	5440	1950	1936	1890	1733
ENSGALG00000001535	7395	420	468	390	375
ENSGALG00000001590	11127	4203	4423	4161	4011
ENSGALG00000001613	2758	4675	4593	4391	4234
ENSGALG00000025952	74	2	3	1	0
ENSGALG00000025646	74	5	1	1	2
ENSGALG00000025603	80	3	0	2	1
ENSGALG00000025665	81	0	1	1	2
ENSGALG00000001642	2144	833	846	777	770
ENSGALG00000001672	7017	2045	2145	2085	1888
ENSGALG00000001655	880	0	0	0	0
ENSGALG00000001709	713	0	3	3	5
ENSGALG00000022662	317	72	109	80	71
ENSGALG00000001720	917	177	171	199	204
ENSGALG00000025447	90	0	0	0	0
ENSGALG00000001753	2988	178	152	185	166
ENSGALG00000001945	3122	761	762	800	672
ENSGALG00000022661	553	50	37	54	42
ENSGALG00000021346	627	9	14	9	19
ENSGALG00000002016	5107	520	463	624	643
ENSGALG00000002099	1895	773	780	713	637
ENSGALG00000000785	1643	213	234	201	261
ENSGALG00000002138	1778	824	875	780	834
ENSGALG00000027401	1137	513	550	522	568
ENSGALG00000002114	2691	79	80	79	85
ENSGALG00000002131	1090	346	372	278	318
ENSGALG00000026965	2610	1563	1656	1411	1476
ENSGALG00000017904	99	0	0	0	0
ENSGALG00000027033	806	0	0	0	0
ENSGALG00000028742	1900	13	13	13	13
ENSGALG00000002240	663	197	213	229	209
ENSGALG00000002253	1613	217	260	213	221
ENSGALG00000002260	731	7	8	9	4
ENSGALG00000002283	2434	160	206	173	170
ENSGALG00000027850	181	0	1	0	0
ENSGALG00000002362	505	1371	1505	1346	1347
ENSGALG00000002372	1861	1137	1315	1135	1137
ENSGALG00000026152	1885	17	31	21	28
ENSGALG00000002436	838	1	0	2	0
ENSGALG00000029091	581	2	1	0	2
ENSGALG00000028339	1522	19	10	16	26
ENSGALG00000002500	1550	670	766	624	747
ENSGALG00000002510	3132	1601	1676	1530	1656
ENSGALG00000025992	2188	22	34	35	26
ENSGALG00000002521	3696	879	1000	987	1087
ENSGALG00000025844	888	266	318	288	309
ENSGALG00000027710	2728	1609	1714	1639	1778
ENSGALG00000002722	2361	109	141	105	134
