cluster	chicken_gene
Cluster-75318.0	ENSGALG00000016164
Cluster-75326.0	ENSGALG00000027238
Cluster-75329.0	ENSGALG00000015866
Cluster-75330.0	ENSGALG00000012879
Cluster-75332.0	ENSGALG00000005869
Cluster-75333.0	ENSGALG00000005967
Cluster-75341.0	ENSGALG00000021324
Cluster-75345.0	ENSGALG00000013588
Cluster-75347.0	ENSGALG00000011056
Cluster-75348.0	ENSGALG00000013002
Cluster-75349.0	ENSGALG00000013626
Cluster-75351.0	ENSGALG00000006345
Cluster-75352.0	ENSGALG00000009512
Cluster-75353.0	ENSGALG00000022706
Cluster-75354.0	ENSGALG00000007016
Cluster-75355.0	ENSGALG00000016372
Cluster-75356.0	ENSGALG00000007326
Cluster-75358.0	ENSGALG00000007747
Cluster-75360.0	ENSGALG00000012627
Cluster-75362.0	ENSGALG00000005146
Cluster-75363.0	ENSGALG00000012908
Cluster-75364.0	ENSGALG00000017136
Cluster-75367.0	ENSGALG00000007581
Cluster-75368.0	ENSGALG00000012127
Cluster-75370.0	ENSGALG00000023407
Cluster-75376.0	ENSGALG00000001106
Cluster-75377.0	ENSGALG00000007123
Cluster-75379.0	ENSGALG00000010170
Cluster-75379.1	ENSGALG00000010170
Cluster-75380.0	ENSGALG00000013310
Cluster-75381.1	ENSGALG00000008294
Cluster-75381.2	ENSGALG00000003149
Cluster-75381.4	ENSGALG00000003149
Cluster-75383.0	ENSGALG00000020488
Cluster-75386.1	ENSGALG00000010395
Cluster-75386.2	ENSGALG00000010395
Cluster-75388.0	ENSGALG00000009006
Cluster-75389.0	ENSGALG00000014327
Cluster-75390.0	ENSGALG00000014081
Cluster-75391.0	ENSGALG00000005000
Cluster-75394.0	ENSGALG00000008154
Cluster-75397.0	ENSGALG00000001587
Cluster-75398.0	ENSGALG00000020922
Cluster-75400.0	ENSGALG00000014998
Cluster-75402.0	ENSGALG00000009152
Cluster-75403.0	ENSGALG00000006505
Cluster-75404.0	ENSGALG00000000641
Cluster-75405.0	ENSGALG00000006234
Cluster-75408.0	ENSGALG00000015593
Cluster-75409.0	ENSGALG00000015290
Cluster-75409.1	ENSGALG00000015290
Cluster-75413.0	ENSGALG00000015747
Cluster-75414.0	ENSGALG00000015338
Cluster-75417.0	ENSGALG00000013803
Cluster-75424.0	ENSGALG00000021634
Cluster-75425.0	ENSGALG00000010013
Cluster-75425.1	ENSGALG00000010013
Cluster-75426.0	ENSGALG00000006123
Cluster-75431.1	ENSGALG00000002116
Cluster-75432.0	ENSGALG00000003409
Cluster-75433.0	ENSGALG00000009023
Cluster-75436.0	ENSGALG00000004625
Cluster-75438.0	ENSGALG00000010899
Cluster-75441.0	ENSGALG00000014712
Cluster-75445.1	ENSGALG00000011887
Cluster-75448.0	ENSGALG00000012110
Cluster-75449.0	ENSGALG00000011882
Cluster-75450.0	ENSGALG00000014555
Cluster-75451.0	ENSGALG00000008256
Cluster-75452.0	ENSGALG00000013597
Cluster-75457.0	ENSGALG00000009728
Cluster-75460.0	ENSGALG00000027091
Cluster-75461.0	ENSGALG00000028046
Cluster-75462.0	ENSGALG00000002762
Cluster-75463.0	ENSGALG00000028015
Cluster-75464.0	ENSGALG00000016259
Cluster-75466.0	ENSGALG00000011065
Cluster-75467.0	ENSGALG00000011176
Cluster-75469.0	ENSGALG00000025898
Cluster-75470.0	ENSGALG00000001399
Cluster-75471.0	ENSGALG00000002430
Cluster-75472.0	ENSGALG00000004169
Cluster-75474.0	ENSGALG00000002397
Cluster-75475.0	ENSGALG00000006356
Cluster-75477.0	ENSGALG00000010078
Cluster-75478.0	ENSGALG00000006848
Cluster-75479.0	ENSGALG00000006826
Cluster-75480.0	ENSGALG00000005030
Cluster-75481.0	ENSGALG00000012194
Cluster-75483.0	ENSGALG00000012165
Cluster-75483.1	ENSGALG00000012165
Cluster-75484.0	ENSGALG00000009318
Cluster-75485.0	ENSGALG00000013576
Cluster-75488.1	ENSGALG00000013892
Cluster-75490.0	ENSGALG00000014790
Cluster-75491.0	ENSGALG00000026113
Cluster-75493.0	ENSGALG00000005292
Cluster-75497.0	ENSGALG00000015124
Cluster-75498.1	ENSGALG00000014708
Cluster-75500.0	ENSGALG00000002402
Cluster-75501.0	ENSGALG00000021378
Cluster-75503.0	ENSGALG00000013781
Cluster-75507.0	ENSGALG00000021593
Cluster-75508.0	ENSGALG00000010361
Cluster-75509.0	ENSGALG00000003308
Cluster-75511.0	ENSGALG00000027363
Cluster-75511.1	ENSGALG00000027363
Cluster-75512.0	ENSGALG00000004969
Cluster-75514.0	ENSGALG00000012718
Cluster-75516.0	ENSGALG00000026104
Cluster-75517.0	ENSGALG00000015958
Cluster-75518.0	ENSGALG00000007126
Cluster-75520.0	ENSGALG00000006678
Cluster-75523.0	ENSGALG00000010740
Cluster-75525.0	ENSGALG00000021443
Cluster-75527.0	ENSGALG00000013408
Cluster-75529.0	ENSGALG00000012207
Cluster-75529.1	ENSGALG00000012207
Cluster-75530.0	ENSGALG00000024469
Cluster-75532.0	ENSGALG00000017318
Cluster-75535.0	ENSGALG00000004557
Cluster-75539.0	ENSGALG00000011069
Cluster-75543.0	ENSGALG00000011241
Cluster-75544.0	ENSGALG00000013784
Cluster-75545.0	ENSGALG00000004493
Cluster-75547.0	ENSGALG00000009139
Cluster-75547.1	ENSGALG00000009139
Cluster-75550.0	ENSGALG00000006201
Cluster-75551.0	ENSGALG00000003625
Cluster-75554.0	ENSGALG00000002419
Cluster-75555.0	ENSGALG00000009884
Cluster-75556.0	ENSGALG00000013081
Cluster-75557.0	ENSGALG00000012354
Cluster-75559.0	ENSGALG00000004934
Cluster-75561.0	ENSGALG00000012300
Cluster-75564.0	ENSGALG00000015927
Cluster-75567.0	ENSGALG00000002055
Cluster-75570.0	ENSGALG00000015155
Cluster-75571.0	ENSGALG00000003913
Cluster-75572.0	ENSGALG00000011854
Cluster-75572.1	ENSGALG00000011854
Cluster-75573.0	ENSGALG00000012395
Cluster-75577.0	ENSGALG00000007766
Cluster-75578.0	ENSGALG00000000054
Cluster-75580.0	ENSGALG00000015570
Cluster-75581.0	ENSGALG00000027497
Cluster-75582.0	ENSGALG00000003798
Cluster-75584.0	ENSGALG00000006064
Cluster-75587.0	ENSGALG00000010995
Cluster-75588.0	ENSGALG00000009064
Cluster-75590.0	ENSGALG00000008143
Cluster-75591.0	ENSGALG00000002581
Cluster-75592.0	ENSGALG00000005673
Cluster-75594.0	ENSGALG00000015492
Cluster-75596.0	ENSGALG00000002740
Cluster-75598.1	ENSGALG00000009491
Cluster-75599.0	ENSGALG00000007093
Cluster-75601.0	ENSGALG00000013404
Cluster-75603.0	ENSGALG00000001604
Cluster-75604.1	ENSGALG00000005718
Cluster-75605.0	ENSGALG00000026662
Cluster-75606.0	ENSGALG00000004655
Cluster-75607.0	ENSGALG00000009096
Cluster-75609.0	ENSGALG00000007101
Cluster-75610.0	ENSGALG00000015454
Cluster-75611.0	ENSGALG00000003933
Cluster-75616.0	ENSGALG00000004623
Cluster-75617.0	ENSGALG00000008107
Cluster-75619.0	ENSGALG00000004869
Cluster-7562.0	ENSGALG00000006190
Cluster-75620.1	ENSGALG00000010854
Cluster-75623.0	ENSGALG00000003800
Cluster-75626.0	ENSGALG00000023855
Cluster-75631.0	ENSGALG00000008545
Cluster-75632.0	ENSGALG00000008322
Cluster-75634.0	ENSGALG00000000639
Cluster-75636.0	ENSGALG00000013410
Cluster-75637.0	ENSGALG00000013173
Cluster-75639.0	ENSGALG00000000220
Cluster-75642.0	ENSGALG00000015275
Cluster-75643.0	ENSGALG00000000753
Cluster-75644.0	ENSGALG00000004643
Cluster-75646.0	ENSGALG00000016969
Cluster-75647.0	ENSGALG00000013281
Cluster-75648.0	ENSGALG00000008036
Cluster-75649.0	ENSGALG00000027231
Cluster-75650.0	ENSGALG00000012950
Cluster-75654.0	ENSGALG00000011377
Cluster-75655.0	ENSGALG00000027533
Cluster-75656.0	ENSGALG00000009602
Cluster-75657.0	ENSGALG00000011334
Cluster-75663.0	ENSGALG00000013272
Cluster-75667.0	ENSGALG00000015311
Cluster-75668.0	ENSGALG00000000579
Cluster-75669.0	ENSGALG00000027208
Cluster-75672.0	ENSGALG00000015878
Cluster-75673.0	ENSGALG00000002606
Cluster-75674.0	ENSGALG00000029166
Cluster-75676.0	ENSGALG00000009322
Cluster-75677.0	ENSGALG00000003699
Cluster-75679.0	ENSGALG00000004986
Cluster-75680.0	ENSGALG00000020614
Cluster-75682.0	ENSGALG00000011309
Cluster-75686.0	ENSGALG00000008423
Cluster-75687.1	ENSGALG00000008803
Cluster-75688.0	ENSGALG00000010195
Cluster-75690.0	ENSGALG00000028945
Cluster-75690.1	ENSGALG00000028945
Cluster-75690.2	ENSGALG00000028945
Cluster-75690.3	ENSGALG00000028945
Cluster-75691.1	ENSGALG00000007352
Cluster-75692.0	ENSGALG00000009880
Cluster-75695.0	ENSGALG00000012913
Cluster-75697.1	ENSGALG00000012060
Cluster-75698.0	ENSGALG00000014863
Cluster-75699.0	ENSGALG00000016361
Cluster-7570.1	ENSGALG00000023961
Cluster-75700.0	ENSGALG00000015238
Cluster-75701.0	ENSGALG00000009441
Cluster-75702.0	ENSGALG00000007490
Cluster-75703.0	ENSGALG00000000729
Cluster-75705.0	ENSGALG00000004659
Cluster-75707.0	ENSGALG00000019635
Cluster-75710.0	ENSGALG00000005410
Cluster-75712.0	ENSGALG00000026936
Cluster-75713.0	ENSGALG00000011274
Cluster-75716.0	ENSGALG00000022891
Cluster-75718.0	ENSGALG00000009973
Cluster-75719.0	ENSGALG00000001500
Cluster-75720.0	ENSGALG00000001874
Cluster-75721.0	ENSGALG00000012000
Cluster-75722.0	ENSGALG00000015014
Cluster-75723.0	ENSGALG00000005346
Cluster-75724.0	ENSGALG00000003712
Cluster-75725.0	ENSGALG00000027207
Cluster-75726.0	ENSGALG00000027370
Cluster-75729.0	ENSGALG00000000634
Cluster-75730.0	ENSGALG00000029036
Cluster-75732.0	ENSGALG00000008536
Cluster-75736.0	ENSGALG00000004003
Cluster-75739.0	ENSGALG00000003897
Cluster-75740.0	ENSGALG00000017112
Cluster-75742.0	ENSGALG00000004078
Cluster-75744.0	ENSGALG00000009060
Cluster-75746.0	ENSGALG00000012559
Cluster-75752.0	ENSGALG00000019313
Cluster-75756.0	ENSGALG00000002345
Cluster-75759.0	ENSGALG00000012357
Cluster-75760.0	ENSGALG00000005992
Cluster-75760.1	ENSGALG00000005992
Cluster-75761.0	ENSGALG00000011015
Cluster-75762.0	ENSGALG00000028836
Cluster-75764.0	ENSGALG00000005298
Cluster-75765.0	ENSGALG00000012400
Cluster-75766.0	ENSGALG00000002457
Cluster-75768.0	ENSGALG00000028415
Cluster-75769.0	ENSGALG00000003772
Cluster-75770.0	ENSGALG00000026165
Cluster-75771.0	ENSGALG00000007668
Cluster-75773.0	ENSGALG00000014662
Cluster-75774.0	ENSGALG00000002726
Cluster-75777.0	ENSGALG00000013242
Cluster-75779.0	ENSGALG00000011304
Cluster-75781.0	ENSGALG00000005378
Cluster-75782.0	ENSGALG00000013511
Cluster-75783.0	ENSGALG00000009442
Cluster-75784.0	ENSGALG00000003267
Cluster-75785.0	ENSGALG00000029060
Cluster-75785.1	ENSGALG00000029060
Cluster-75785.2	ENSGALG00000000464
Cluster-75785.3	ENSGALG00000003073
Cluster-75786.0	ENSGALG00000003642
Cluster-75789.0	ENSGALG00000026728
Cluster-75790.0	ENSGALG00000003391
Cluster-75790.1	ENSGALG00000003391
Cluster-75791.0	ENSGALG00000014154
Cluster-75792.0	ENSGALG00000025959
Cluster-75796.0	ENSGALG00000005417
Cluster-75797.0	ENSGALG00000002099
Cluster-75798.0	ENSGALG00000002453
Cluster-75799.0	ENSGALG00000005074
Cluster-75802.0	ENSGALG00000017627
Cluster-75803.0	ENSGALG00000006702
Cluster-75804.0	ENSGALG00000002308
Cluster-75805.0	ENSGALG00000013948
Cluster-75807.0	ENSGALG00000004047
Cluster-75810.0	ENSGALG00000026277
Cluster-75811.0	ENSGALG00000004683
Cluster-75811.1	ENSGALG00000004683
Cluster-75811.2	ENSGALG00000004683
Cluster-75815.0	ENSGALG00000002931
Cluster-75820.0	ENSGALG00000027609
Cluster-75821.0	ENSGALG00000027576
Cluster-75825.0	ENSGALG00000004193
Cluster-75826.0	ENSGALG00000005826
Cluster-75827.0	ENSGALG00000027478
Cluster-75829.0	ENSGALG00000000669
Cluster-75831.0	ENSGALG00000000407
Cluster-75834.0	ENSGALG00000012206
Cluster-75836.1	ENSGALG00000016196
Cluster-75838.0	ENSGALG00000029150
Cluster-75839.0	ENSGALG00000007810
Cluster-75839.1	ENSGALG00000007810
Cluster-75840.0	ENSGALG00000012629
Cluster-75842.0	ENSGALG00000006038
Cluster-75843.0	ENSGALG00000004161
Cluster-75844.0	ENSGALG00000027607
Cluster-75845.0	ENSGALG00000003739
Cluster-75849.0	ENSGALG00000010582
Cluster-75853.0	ENSGALG00000005329
Cluster-75855.0	ENSGALG00000026811
Cluster-75858.0	ENSGALG00000010307
Cluster-75859.0	ENSGALG00000010497
Cluster-75860.0	ENSGALG00000007610
Cluster-75863.0	ENSGALG00000003518
Cluster-75864.0	ENSGALG00000010953
Cluster-75865.0	ENSGALG00000028838
Cluster-75866.0	ENSGALG00000014147
Cluster-75870.0	ENSGALG00000026736
Cluster-75871.0	ENSGALG00000008383
Cluster-75872.0	ENSGALG00000003641
Cluster-75873.0	ENSGALG00000008462
Cluster-75874.0	ENSGALG00000004336
Cluster-75875.0	ENSGALG00000004716
Cluster-75876.0	ENSGALG00000026154
Cluster-75881.0	ENSGALG00000017387
Cluster-75882.0	ENSGALG00000019420
Cluster-75884.0	ENSGALG00000002789
Cluster-75887.0	ENSGALG00000028043
Cluster-75889.0	ENSGALG00000000067
Cluster-75892.0	ENSGALG00000002486
Cluster-75895.0	ENSGALG00000007930
Cluster-75897.0	ENSGALG00000014800
Cluster-75900.0	ENSGALG00000003934
Cluster-75901.0	ENSGALG00000016655
Cluster-75902.0	ENSGALG00000009907
Cluster-75903.0	ENSGALG00000009483
Cluster-75903.1	ENSGALG00000011505
Cluster-75903.2	ENSGALG00000007144
Cluster-75904.0	ENSGALG00000003513
Cluster-75905.0	ENSGALG00000001103
Cluster-75906.0	ENSGALG00000016221
Cluster-75908.0	ENSGALG00000007346
Cluster-75909.0	ENSGALG00000001564
Cluster-75911.0	ENSGALG00000014301
Cluster-75912.0	ENSGALG00000011375
Cluster-75913.0	ENSGALG00000016358
Cluster-75917.0	ENSGALG00000007944
Cluster-75918.0	ENSGALG00000010311
Cluster-75920.0	ENSGALG00000021559
Cluster-75921.0	ENSGALG00000006449
Cluster-75922.0	ENSGALG00000007723
Cluster-75923.0	ENSGALG00000013455
Cluster-75925.0	ENSGALG00000012066
Cluster-75926.0	ENSGALG00000023172
Cluster-75927.0	ENSGALG00000028172
Cluster-75927.1	ENSGALG00000002535
Cluster-75929.0	ENSGALG00000007438
Cluster-75932.0	ENSGALG00000028086
Cluster-75933.0	ENSGALG00000015472
Cluster-75935.0	ENSGALG00000026476
Cluster-75937.0	ENSGALG00000010047
Cluster-75939.0	ENSGALG00000000707
Cluster-75941.0	ENSGALG00000014807
Cluster-75946.0	ENSGALG00000008198
Cluster-75947.0	ENSGALG00000009424
Cluster-75948.0	ENSGALG00000028131
Cluster-75950.0	ENSGALG00000013660
Cluster-75951.0	ENSGALG00000006336
Cluster-75952.0	ENSGALG00000003944
Cluster-75954.0	ENSGALG00000017235
Cluster-75955.0	ENSGALG00000012230
Cluster-75956.0	ENSGALG00000005802
Cluster-75958.0	ENSGALG00000010974
Cluster-75959.0	ENSGALG00000008429
Cluster-75960.0	ENSGALG00000009861
Cluster-75961.0	ENSGALG00000006170
Cluster-75962.0	ENSGALG00000010621
Cluster-75962.1	ENSGALG00000010621
Cluster-7597.0	ENSGALG00000023083
Cluster-75970.0	ENSGALG00000011368
Cluster-75972.0	ENSGALG00000005328
Cluster-75973.0	ENSGALG00000015386
Cluster-75975.0	ENSGALG00000023516
Cluster-75976.0	ENSGALG00000015529
Cluster-75977.0	ENSGALG00000002985
Cluster-75980.0	ENSGALG00000009448
Cluster-75986.0	ENSGALG00000011329
Cluster-75988.0	ENSGALG00000011082
Cluster-75990.0	ENSGALG00000001830
Cluster-75993.0	ENSGALG00000004282
Cluster-75993.1	ENSGALG00000004282
Cluster-75995.0	ENSGALG00000004490
Cluster-75997.0	ENSGALG00000014391
Cluster-75998.0	ENSGALG00000013183
Cluster-75998.1	ENSGALG00000013183
Cluster-76001.0	ENSGALG00000027515
Cluster-76002.0	ENSGALG00000016284
Cluster-76003.0	ENSGALG00000014569
Cluster-76005.0	ENSGALG00000011975
Cluster-76006.0	ENSGALG00000028844
Cluster-76008.0	ENSGALG00000009248
Cluster-76009.0	ENSGALG00000001443
Cluster-76010.0	ENSGALG00000011031
Cluster-76011.0	ENSGALG00000001130
Cluster-76013.0	ENSGALG00000004775
Cluster-76014.0	ENSGALG00000007591
Cluster-76017.0	ENSGALG00000007728
Cluster-76018.0	ENSGALG00000014799
Cluster-76023.0	ENSGALG00000026303
Cluster-76024.0	ENSGALG00000015077
Cluster-76025.0	ENSGALG00000005034
Cluster-76027.0	ENSGALG00000015975
Cluster-76033.0	ENSGALG00000022985
Cluster-76035.0	ENSGALG00000005046
Cluster-76036.0	ENSGALG00000016988
Cluster-76037.0	ENSGALG00000009222
Cluster-76039.0	ENSGALG00000008870
Cluster-76042.0	ENSGALG00000003253
Cluster-76043.0	ENSGALG00000007665
Cluster-76044.0	ENSGALG00000000419
Cluster-76046.0	ENSGALG00000005531
Cluster-76047.0	ENSGALG00000012239
Cluster-76048.0	ENSGALG00000003906
Cluster-76050.0	ENSGALG00000016597
Cluster-76051.0	ENSGALG00000002346
Cluster-76052.0	ENSGALG00000011573
Cluster-76054.0	ENSGALG00000008035
Cluster-76055.0	ENSGALG00000011626
Cluster-76057.0	ENSGALG00000010169
Cluster-76058.0	ENSGALG00000009781
Cluster-76060.0	ENSGALG00000003874
Cluster-76060.1	ENSGALG00000003874
Cluster-76062.0	ENSGALG00000013951
Cluster-76063.0	ENSGALG00000008386
Cluster-76063.1	ENSGALG00000008386
Cluster-76064.0	ENSGALG00000011170
Cluster-76065.0	ENSGALG00000012808
Cluster-76066.0	ENSGALG00000010675
Cluster-76067.0	ENSGALG00000016737
Cluster-76068.0	ENSGALG00000013239
Cluster-76071.0	ENSGALG00000011016
Cluster-76072.0	ENSGALG00000015744
Cluster-76075.0	ENSGALG00000008138
Cluster-76078.0	ENSGALG00000026278
Cluster-76082.0	ENSGALG00000027021
Cluster-76086.0	ENSGALG00000026483
Cluster-76087.0	ENSGALG00000014997
Cluster-76088.0	ENSGALG00000026825
Cluster-76089.0	ENSGALG00000014948
Cluster-76090.0	ENSGALG00000010281
Cluster-76093.0	ENSGALG00000006139
Cluster-76095.0	ENSGALG00000005569
Cluster-76097.0	ENSGALG00000003445
Cluster-76099.0	ENSGALG00000006404
Cluster-76101.0	ENSGALG00000012304
Cluster-76103.0	ENSGALG00000027561
Cluster-76105.0	ENSGALG00000014196
Cluster-76106.0	ENSGALG00000026463
Cluster-76107.0	ENSGALG00000009847
Cluster-76109.0	ENSGALG00000014963
Cluster-76110.0	ENSGALG00000021634
Cluster-76113.0	ENSGALG00000008713
Cluster-76116.0	ENSGALG00000007127
Cluster-76117.0	ENSGALG00000028601
Cluster-76117.1	ENSGALG00000016681
Cluster-76118.0	ENSGALG00000017156
Cluster-76119.0	ENSGALG00000002658
Cluster-76120.0	ENSGALG00000026845
Cluster-76121.0	ENSGALG00000027887
Cluster-76126.0	ENSGALG00000000056
Cluster-76127.0	ENSGALG00000005310
Cluster-76129.0	ENSGALG00000004345
Cluster-76132.0	ENSGALG00000014242
Cluster-76134.0	ENSGALG00000006156
Cluster-76135.0	ENSGALG00000000461
Cluster-76137.0	ENSGALG00000016190
Cluster-76139.0	ENSGALG00000012387
Cluster-76140.0	ENSGALG00000012798
Cluster-76141.0	ENSGALG00000005786
Cluster-76142.0	ENSGALG00000000264
Cluster-76144.0	ENSGALG00000012587
Cluster-76145.0	ENSGALG00000006975
Cluster-76147.0	ENSGALG00000010663
Cluster-76149.0	ENSGALG00000005867
Cluster-76150.0	ENSGALG00000027777
Cluster-76154.0	ENSGALG00000009700
Cluster-76155.0	ENSGALG00000009637
Cluster-76159.0	ENSGALG00000014964
Cluster-76162.0	ENSGALG00000008645
Cluster-76163.0	ENSGALG00000003073
Cluster-76165.0	ENSGALG00000026465
Cluster-76166.0	ENSGALG00000012677
Cluster-76167.0	ENSGALG00000004144
Cluster-76168.0	ENSGALG00000001082
Cluster-76169.0	ENSGALG00000005487
Cluster-76170.0	ENSGALG00000013486
Cluster-76171.0	ENSGALG00000000921
Cluster-76172.0	ENSGALG00000024120
Cluster-76173.2	ENSGALG00000017268
Cluster-76176.0	ENSGALG00000028853
Cluster-76178.0	ENSGALG00000004888
Cluster-76179.0	ENSGALG00000010302
Cluster-76181.0	ENSGALG00000002755
Cluster-76183.0	ENSGALG00000011880
Cluster-76184.0	ENSGALG00000012642
Cluster-76185.0	ENSGALG00000014485
Cluster-76187.0	ENSGALG00000011867
Cluster-76188.0	ENSGALG00000004444
Cluster-76189.0	ENSGALG00000003580
Cluster-76191.0	ENSGALG00000006848
Cluster-76192.0	ENSGALG00000021183
Cluster-76193.0	ENSGALG00000001828
Cluster-76195.0	ENSGALG00000003847
Cluster-76196.0	ENSGALG00000004347
Cluster-76197.0	ENSGALG00000010363
Cluster-76199.0	ENSGALG00000004553
Cluster-76201.0	ENSGALG00000027878
Cluster-76202.0	ENSGALG00000015732
Cluster-76203.1	ENSGALG00000019835
Cluster-76205.0	ENSGALG00000002108
Cluster-76207.0	ENSGALG00000011445
Cluster-7621.0	ENSGALG00000010793
Cluster-76210.0	ENSGALG00000008998
Cluster-76211.0	ENSGALG00000017652
Cluster-76213.0	ENSGALG00000005723
Cluster-76214.0	ENSGALG00000011414
Cluster-76214.1	ENSGALG00000011414
Cluster-76216.0	ENSGALG00000012077
Cluster-76217.0	ENSGALG00000004573
Cluster-76218.0	ENSGALG00000005900
Cluster-76219.0	ENSGALG00000003333
Cluster-76221.0	ENSGALG00000001382
Cluster-76223.0	ENSGALG00000011526
Cluster-76223.1	ENSGALG00000011526
Cluster-76227.0	ENSGALG00000000889
Cluster-76230.0	ENSGALG00000014078
Cluster-76230.1	ENSGALG00000014078
Cluster-76231.0	ENSGALG00000009427
Cluster-76236.0	ENSGALG00000027615
Cluster-76238.0	ENSGALG00000006944
Cluster-76243.0	ENSGALG00000003766
Cluster-76244.0	ENSGALG00000006321
Cluster-76246.0	ENSGALG00000025923
Cluster-76247.0	ENSGALG00000013750
Cluster-76248.0	ENSGALG00000007822
Cluster-76250.0	ENSGALG00000021511
Cluster-76251.0	ENSGALG00000007479
Cluster-76254.0	ENSGALG00000015170
Cluster-76255.0	ENSGALG00000010870
Cluster-76256.0	ENSGALG00000015040
Cluster-76258.0	ENSGALG00000016598
Cluster-76260.0	ENSGALG00000008716
Cluster-76261.0	ENSGALG00000012471
Cluster-76262.0	ENSGALG00000028092
Cluster-76263.0	ENSGALG00000010551
Cluster-76264.0	ENSGALG00000001801
Cluster-76265.0	ENSGALG00000027989
Cluster-76266.0	ENSGALG00000015667
Cluster-76268.0	ENSGALG00000015177
Cluster-76269.0	ENSGALG00000017132
Cluster-76271.0	ENSGALG00000014033
Cluster-76272.0	ENSGALG00000005893
Cluster-76275.0	ENSGALG00000017165
Cluster-76276.0	ENSGALG00000002304
Cluster-76277.0	ENSGALG00000008700
Cluster-76279.0	ENSGALG00000008051
Cluster-76284.0	ENSGALG00000022938
Cluster-76285.1	ENSGALG00000001329
Cluster-76286.0	ENSGALG00000026184
Cluster-76287.0	ENSGALG00000027545
Cluster-76288.0	ENSGALG00000003215
Cluster-76292.0	ENSGALG00000014190
Cluster-76294.0	ENSGALG00000006372
Cluster-76296.0	ENSGALG00000007456
Cluster-76298.0	ENSGALG00000015176
Cluster-76299.1	ENSGALG00000007768
Cluster-76302.0	ENSGALG00000011206
Cluster-76304.0	ENSGALG00000015351
Cluster-76305.0	ENSGALG00000023670
Cluster-76306.0	ENSGALG00000010758
Cluster-76306.1	ENSGALG00000010758
Cluster-76308.0	ENSGALG00000003807
Cluster-76310.0	ENSGALG00000005575
Cluster-76311.0	ENSGALG00000028567
Cluster-76312.0	ENSGALG00000001615
Cluster-76313.0	ENSGALG00000001436
Cluster-76316.0	ENSGALG00000005349
Cluster-76317.0	ENSGALG00000015693
Cluster-76319.0	ENSGALG00000010811
Cluster-76323.0	ENSGALG00000008487
Cluster-76325.0	ENSGALG00000004823
Cluster-76326.0	ENSGALG00000001664
Cluster-76329.0	ENSGALG00000006473
Cluster-76330.0	ENSGALG00000005787
Cluster-76331.0	ENSGALG00000009656
Cluster-76332.0	ENSGALG00000013971
Cluster-76338.0	ENSGALG00000012953
Cluster-76339.0	ENSGALG00000010105
Cluster-76341.0	ENSGALG00000006872
Cluster-76343.0	ENSGALG00000017528
Cluster-76345.0	ENSGALG00000006634
Cluster-76347.0	ENSGALG00000004179
Cluster-76348.0	ENSGALG00000010315
Cluster-76351.0	ENSGALG00000001749
Cluster-76352.0	ENSGALG00000003950
Cluster-76354.0	ENSGALG00000001838
Cluster-76355.0	ENSGALG00000007210
Cluster-76356.0	ENSGALG00000017197
Cluster-76357.0	ENSGALG00000009258
Cluster-76360.0	ENSGALG00000021181
Cluster-76362.0	ENSGALG00000015181
Cluster-76367.0	ENSGALG00000013705
Cluster-76368.0	ENSGALG00000007904
Cluster-76369.1	ENSGALG00000028136
Cluster-76370.0	ENSGALG00000017153
Cluster-76371.0	ENSGALG00000000329
Cluster-76372.0	ENSGALG00000027984
Cluster-76373.0	ENSGALG00000019384
Cluster-76375.0	ENSGALG00000001412
Cluster-76376.0	ENSGALG00000004209
